ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US19087-Henry County,Iowa",19926,2.39,0.6482409541946477,10125,9801,948,18978,51,522,449,9,15,347,347,0,17585,9335,2796,1727,1683,906,2223,7714,6596,5745,395,529,1936,228,1249,382,70,331,568,2394,475,407,371,7714,371,351,722,856,1354,1553,1096,988,223,200,52428,67488,7714,2448,5266,9848,9335,513,6145,2.2,4.9,37.7,22.0,13.3,15.1,5.0,4373,10997,3411,235,1205,1173,19185,741,1140,1203,1239,1333,1336,2493,2283,2688,1337,1261,2011,1080,522
"0500000US19145-Page County,Iowa",15363,2.27,0.8261071026676375,7922,7441,512,14851,101,147,260,0,0,323,323,0,14020,7143,2610,1147,1290,545,1551,6323,5411,4811,392,356,1342,177,1088,278,103,228,317,1865,386,288,323,6323,378,367,706,729,983,1366,752,712,206,124,49974,62411,6323,1598,4725,7462,7143,319,5245,2.3,6.9,34.6,22.5,12.5,16.0,5.3,2900,8366,3129,127,1178,1070,14968,395,801,826,819,929,858,1759,1870,1872,1011,1349,1692,1084,493
"0500000US19155-Pottawattamie County,Iowa",93503,2.47,0.9254125270905308,45923,47580,7122,86381,257,619,1335,11,7,1901,1901,0,82251,47226,14734,8226,10923,5130,8213,36881,31786,28173,1185,3556,4889,1451,6288,3912,804,3612,3166,10929,3885,1776,1773,36881,1776,1733,3526,3682,5379,6969,5402,5455,1755,1204,57467,73301,36881,11020,25861,49341,47226,2115,24521,3.5,7.1,33.1,24.4,10.8,14.8,6.5,22050,55372,15057,770,6987,5359,89608,3895,5955,6200,6305,6263,5690,11262,11108,12080,6749,6425,8760,4327,2379
"0500000US19043-Clayton County,Iowa",17672,2.27,0.7184454954698274,8900,8772,339,17333,36,79,181,0,0,72,72,0,16965,9181,2584,1414,1712,1110,2361,7652,6086,5499,995,658,1902,279,1162,455,80,388,366,1861,521,301,213,7652,354,399,881,736,1217,1569,1212,893,218,173,52828,64985,7652,1813,5839,9379,9181,198,4864,3.4,5.4,43.6,20.2,10.2,13.2,3.9,3813,9849,3789,201,948,1174,17275,397,994,1305,875,998,871,1713,1732,2252,1477,1494,2086,1280,595
"0500000US19021-Buena Vista County,Iowa",20260,2.55,0.7406727828746177,10238,10022,5107,15153,3,2125,551,97,11,140,140,0,12226,10523,2851,1621,1687,956,3408,7550,6642,5943,691,495,3218,219,1025,353,61,348,478,2432,722,334,147,7550,269,360,693,760,1276,1721,977,908,387,199,54556,71135,7550,2671,4879,11113,10523,590,4527,13.4,8.9,29.5,19.5,9.1,13.7,5.9,5122,12123,2742,152,960,821,16512,3748,1483,1521,1336,1447,1707,2555,2198,2333,1397,1369,1453,793,668
"0500000US19077-Guthrie County,Iowa",10674,2.39,0.8403031153522312,5335,5339,286,10388,36,27,3,0,0,160,160,0,10162,5275,1780,743,1224,797,731,4397,3697,3258,385,493,487,186,700,293,106,567,316,1168,255,142,177,4397,251,245,334,460,630,919,677,577,178,126,57075,68626,4397,1223,3174,5459,5275,184,3063,2.3,4.8,38.6,23.5,11.0,14.5,5.2,2423,5892,2243,174,546,720,10563,111,563,670,726,690,502,949,1158,1440,846,797,1241,781,311
"0500000US19091-Humboldt County,Iowa",9566,2.24,0.7859384808537351,4651,4915,407,9159,41,40,25,0,0,92,92,0,8961,4672,1491,728,887,571,995,4221,3481,3166,508,273,824,211,549,344,91,266,157,917,207,164,161,4221,213,204,448,543,588,789,498,705,112,121,52219,68021,4221,1042,3179,4852,4672,180,2716,2.6,5.1,35.9,20.3,15.1,16.3,4.5,2217,5351,1886,85,607,575,9318,248,552,603,723,512,494,1029,1085,1130,752,726,948,688,324
"0500000US19183-Washington County,Iowa",22143,2.5,0.7372183018438425,11075,11068,1336,20807,55,104,191,0,0,259,257,2,20198,11115,3336,1822,2370,1895,1692,8720,7533,6617,762,1120,1204,220,1569,426,127,590,629,2949,481,724,314,8720,246,347,687,759,1498,1748,1288,1471,402,274,61769,74533,8720,2746,5974,11597,11115,482,5689,4.7,4.2,39.3,19.1,11.2,15.2,6.3,5516,12463,3837,275,1126,1050,21356,787,1509,1413,1621,1457,1168,2440,2526,2862,1613,1408,2150,1302,674
"0500000US20183-Smith County,Kansas",3663,2.14,0.8758024002232766,1809,1854,76,3587,19,9,8,0,0,74,74,0,3477,1697,650,266,381,222,178,1681,1395,1309,261,107,151,115,154,59,37,96,67,395,86,87,82,1681,123,99,223,204,321,238,205,165,45,58,43438,61994,1681,415,1266,1745,1697,48,1285,2.1,4.6,36.6,25.7,11.9,13.9,5.1,727,1921,954,42,223,383,3649,14,177,175,245,183,123,346,339,457,296,320,459,340,203
"0500000US20067-Grant County,Kansas",7616,2.91,0.8546853146853147,3988,3628,3598,4018,0,19,0,0,10,50,40,10,3939,3611,978,642,677,852,462,2592,2292,2058,813,213,251,202,219,333,166,109,141,588,176,171,229,2592,211,27,222,296,432,425,427,285,191,76,55455,70865,2592,934,1658,3814,3611,203,1608,15.8,10.7,27.9,21.6,8.6,11.3,4.1,2415,4236,862,145,185,383,6372,1244,623,812,555,657,439,941,792,945,434,512,604,172,130
"0500000US20095-Kingman County,Kansas",7470,2.37,0.446168903803132,3749,3721,254,7216,42,1,21,0,0,168,168,0,6984,3579,1189,563,615,607,605,3091,2605,2198,516,340,529,126,248,242,22,161,163,693,187,154,198,3091,70,95,328,390,462,547,476,473,88,162,58483,79157,3091,865,2226,3778,3579,199,2231,2.1,3.9,31.8,30.6,7.4,18.1,6.1,1647,4158,1541,123,424,510,7378,92,375,377,576,529,345,711,776,986,668,516,791,575,245
"0500000US20131-Nemaha County,Kansas",10104,2.43,0.20899315738025412,5119,4985,204,9900,33,16,56,1,1,162,162,0,9631,5132,1952,782,1048,488,862,4020,3367,3006,566,165,959,81,421,299,17,273,155,1415,275,287,219,4020,185,162,470,384,523,796,646,583,133,138,58644,74258,4020,1227,2793,5233,5132,101,2533,2.7,3.9,38.8,20.2,9.9,17.4,7.1,2662,5417,1751,36,553,720,9993,111,755,724,709,704,579,1059,1005,1251,692,643,886,657,440
"0500000US20149-Pottawatomie County,Kansas",23545,2.67,0.9242063817570338,11746,11799,1238,22307,333,230,155,0,0,431,431,0,21158,10868,4338,1543,2108,1180,1699,8695,7979,7206,406,1027,1172,196,1126,474,153,552,842,3167,736,405,612,8695,477,275,759,664,1107,1812,1499,1318,560,224,64657,75739,8695,3279,5416,11323,10868,455,5844,0.9,4.4,29.2,23.5,7.6,23.5,11.0,6840,13051,3073,237,1215,867,23013,532,1872,2056,1846,1575,1259,3138,3025,2667,1437,1431,1871,1006,362
"0500000US20021-Cherokee County,Kansas",20331,2.5,0.8163398365013291,9998,10333,512,19819,483,87,125,72,11,1089,1089,0,17952,8699,2803,1346,1709,841,2000,8037,6697,5618,268,641,1626,108,860,666,91,349,471,2293,561,406,359,8037,504,445,1134,1352,1188,1426,1126,641,122,99,41103,52963,8037,2654,5383,9126,8699,427,6993,3.3,7.7,33.5,27.1,9.2,12.1,6.9,4844,11700,3578,286,2508,1734,20061,270,1102,1451,1367,1417,1053,2157,2290,2781,1472,1492,2145,1151,453
"0500000US20015-Butler County,Kansas",66468,2.6,0.8946479546847209,33539,32929,3142,63326,497,750,1481,31,10,1302,1264,38,59255,31098,12398,4783,6602,3443,3872,24473,21552,19750,847,2416,4822,1020,2804,1673,322,1582,2271,8446,2262,1232,1401,24473,884,1048,2104,2287,3436,4358,3914,4156,1376,910,63272,77669,24473,8706,15767,32476,31098,1378,18772,2.0,5.5,26.5,26.4,10.5,19.3,9.7,17139,37725,9064,755,3497,3024,64702,1766,3980,4439,5392,5180,3917,7790,8350,8828,4748,4284,5318,3137,1105
"0500000US20105-Lincoln County,Kansas",3097,2.4,0.6691424713031735,1585,1512,98,2999,0,0,23,0,0,48,48,0,2928,1464,562,241,228,217,216,1264,1032,907,268,159,93,15,130,73,11,78,42,331,85,54,125,1264,70,56,139,139,263,219,175,136,51,16,46196,61721,1264,310,954,1538,1464,74,936,2.7,3.6,31.8,26.1,13.2,13.5,9.1,705,1659,670,26,204,283,3081,16,156,168,241,250,122,242,316,376,288,229,360,207,142
"0500000US20191-Sumner County,Kansas",23208,2.44,0.2329654930811,11581,11627,1245,21963,314,50,245,0,13,502,498,4,20839,10727,3466,1846,2067,1310,2038,9321,7958,6875,553,670,1806,293,1099,730,195,520,441,2556,782,545,537,9321,560,711,1065,871,1191,1865,1167,1289,453,149,54915,64704,9321,2910,6411,11144,10727,417,7019,1.9,5.9,34.1,26.6,9.3,16.6,5.6,5731,13153,3846,225,1643,1447,22982,226,1399,1621,1721,1552,1251,2536,2538,2948,2044,1432,2216,1283,667
"0500000US20195-Trego County,Kansas",2858,2.01,0.8815554762754192,1450,1408,58,2800,23,38,3,0,0,37,37,0,2699,1634,496,209,384,252,293,1380,1278,1187,206,148,161,52,192,88,27,75,61,394,99,94,37,1380,31,28,147,203,168,292,237,173,72,29,56810,67980,1380,317,1063,1661,1634,27,713,1.8,4.9,30.6,29.8,10.1,16.2,6.6,525,1620,627,71,131,155,2813,45,130,127,156,133,213,263,304,323,235,282,352,231,109
"0500000US20205-Wilson County,Kansas",8780,2.28,0.2612316715542522,4318,4462,267,8513,57,2,49,0,0,311,311,0,8094,4045,1334,784,694,434,799,3795,3012,2386,354,286,727,50,380,161,77,187,132,1129,271,185,106,3795,301,265,397,478,600,767,472,343,84,88,46208,62833,3795,1126,2669,4263,4045,218,2692,3.8,8.9,35.2,27.3,10.5,10.1,4.3,2106,4820,1720,171,1014,753,8688,92,579,464,690,546,416,871,925,1076,698,709,1005,537,264
"0500000US20207-Woodson County,Kansas",3170,2.14,0.3973868706182282,1583,1587,30,3140,16,0,34,0,0,145,141,4,2945,1400,501,215,220,170,294,1476,1096,909,231,70,156,58,101,121,54,55,42,335,62,57,58,1476,146,159,249,189,189,314,111,86,21,12,34621,45953,1476,357,1119,1531,1400,131,1026,2.2,9.6,36.5,27.0,11.3,10.1,3.4,671,1751,739,80,353,282,3156,14,181,211,155,180,109,349,317,387,258,284,410,232,97
"0500000US20135-Ness County,Kansas",2955,2.21,0.8876363636363637,1493,1462,300,2655,6,10,21,0,0,9,7,2,2609,1387,427,211,224,292,233,1313,1057,950,306,86,106,69,65,75,18,92,60,367,44,53,46,1313,73,86,126,150,212,271,152,150,42,51,51033,70248,1313,334,979,1426,1387,39,945,3.0,6.0,33.7,30.0,8.3,14.3,4.6,656,1563,686,43,164,276,2740,215,197,132,224,132,102,324,242,388,244,242,323,263,142
"0500000US20141-Osborne County,Kansas",3603,2.07,0.9798304589301374,1807,1796,74,3529,14,10,14,0,18,68,68,0,3405,1771,684,254,350,174,309,1691,1401,1218,211,77,222,105,151,82,7,86,83,519,93,62,73,1691,140,136,199,176,207,296,252,209,45,31,48355,61565,1691,427,1264,1817,1771,46,1099,3.0,4.5,34.6,26.7,8.3,17.7,5.3,761,1956,784,30,275,332,3570,33,208,231,194,179,192,406,321,411,305,281,393,311,171
"0500000US20011-Bourbon County,Kansas",14702,2.49,0.0014448878491812305,7243,7459,390,14312,71,133,473,0,0,381,381,0,13254,6334,1972,1203,1316,777,1066,5722,4553,3854,314,473,777,207,715,421,99,417,385,1623,440,259,204,5722,396,530,794,788,885,912,669,440,167,141,40733,57238,5722,1853,3869,6495,6334,161,4753,3.6,5.3,30.8,29.3,10.5,13.7,6.9,3781,8007,2644,164,1378,1421,14443,259,1046,1100,1003,1080,905,1633,1511,1623,1112,871,1499,823,496
"0500000US20075-Hamilton County,Kansas",2616,3.07,0.027963765261914138,1353,1263,937,1679,0,0,25,0,3,48,48,0,1603,1192,381,166,210,243,192,852,711,617,372,38,57,35,130,43,20,56,40,236,69,45,51,852,29,56,68,148,159,184,113,78,7,10,45000,56704,852,278,574,1218,1192,26,678,11.3,11.1,35.1,17.5,6.8,15.1,3.1,802,1489,325,50,175,117,2176,440,213,316,141,241,123,390,284,258,192,133,202,65,58
"0500000US20097-Kiowa County,Kansas",2526,2.39,0.21818181818181814,1234,1292,164,2362,22,30,16,0,1,53,53,0,2240,1249,498,206,225,177,143,981,828,701,194,102,24,58,132,69,15,56,31,377,69,58,64,981,31,48,121,121,154,214,122,119,38,13,51336,63940,981,232,749,1282,1249,33,741,4.6,5.7,27.9,25.2,8.6,19.4,8.5,571,1374,513,39,134,195,2402,124,164,148,166,223,200,242,224,279,145,207,265,166,97
"0500000US20177-Shawnee County,Kansas",178284,2.41,0.9130628975265016,86327,91957,21736,156548,1299,2470,14183,41,175,6182,6004,178,132198,84391,32500,13804,18406,7613,12068,72017,62067,52268,513,5079,8722,1536,8744,4249,1637,6767,7506,21623,6654,3812,7549,72017,4106,3255,7452,7508,10589,13415,10087,10265,2929,2411,55199,72341,72017,20934,51083,88383,84391,3992,51707,2.7,5.2,31.3,23.4,6.6,19.7,11.1,42579,103023,29197,1608,12157,10403,171032,7252,11522,11893,12153,11614,10719,22382,20792,22148,12546,12090,17110,8967,4348
"0500000US20181-Sherman County,Kansas",5966,2.19,0.8636133175595742,3003,2963,723,5243,46,39,43,0,2,102,68,34,5011,2905,977,362,663,490,413,2649,2328,2214,268,227,167,171,312,105,90,179,261,610,154,194,167,2649,113,118,421,211,389,790,325,216,56,10,52847,55242,2649,912,1737,3033,2905,128,1646,2.3,5.0,31.9,30.6,11.0,14.4,4.7,1425,3414,1060,125,501,410,5816,150,413,358,433,430,315,601,920,550,409,421,593,305,218
"0500000US20193-Thomas County,Kansas",7824,2.26,0.902457856131772,3816,4008,471,7353,34,55,132,0,0,40,40,0,7092,4327,1353,1025,1035,468,446,3301,3037,2780,485,144,141,126,602,293,11,275,195,1210,328,236,281,3301,280,199,309,311,374,665,555,444,43,121,57478,68365,3301,941,2360,4409,4327,82,1797,1.8,3.1,25.5,27.0,17.1,18.2,7.3,1770,4766,1174,145,532,441,7514,310,573,459,472,635,682,1007,810,913,493,536,638,472,134
"0500000US20125-Montgomery County,Kansas",32970,2.37,0.7436928587137516,16410,16560,2135,30835,1032,346,1656,41,0,1436,1436,0,26324,14519,4260,2695,2831,1486,3247,13538,11382,9841,412,645,3279,248,1704,824,124,477,882,3834,919,612,559,13538,999,953,1814,1701,2064,2573,1652,1253,292,237,45173,57590,13538,3852,9686,15363,14519,844,10569,3.6,7.6,29.1,29.2,12.3,12.6,5.6,7820,18638,5994,398,3186,2575,31981,989,2123,2154,2299,1979,2206,3804,3494,4069,2180,2344,3428,1981,909
"0500000US20127-Morris County,Kansas",5566,2.44,0.9709654435340219,2753,2813,263,5303,6,29,2,0,0,149,146,3,5117,2602,832,457,431,435,447,2247,1900,1735,272,222,294,66,185,241,43,101,107,634,134,160,143,2247,137,92,277,274,339,361,335,296,61,75,50352,65778,2247,632,1615,2687,2602,85,1787,2.5,7.5,37.0,26.8,6.1,14.0,6.1,1212,3001,1268,79,393,475,5461,105,293,331,373,333,205,534,562,693,422,483,686,423,228
"0500000US20153-Rawlins County,Kansas",2509,2.12,0.04901185770750988,1286,1223,170,2339,22,5,10,0,0,28,26,2,2274,1226,498,156,244,193,135,1168,1009,920,265,80,76,58,134,45,11,92,56,256,56,56,41,1168,53,47,186,160,147,240,123,128,69,15,48125,61632,1168,284,884,1245,1226,19,807,2.0,3.1,30.4,26.7,12.7,19.1,5.9,513,1328,630,60,152,260,2418,91,132,173,124,116,108,260,241,292,227,174,335,248,79
"0500000US20163-Rooks County,Kansas",5118,2.34,0.8709349593495935,2469,2649,131,4987,10,10,44,8,5,91,91,0,4819,2414,797,458,449,352,358,2100,1773,1540,361,174,182,84,263,84,25,94,149,586,175,77,160,2100,128,106,225,248,325,487,271,221,65,24,50511,59370,2100,607,1493,2514,2414,100,1573,1.9,8.0,31.3,24.9,9.9,16.6,7.4,1164,2720,1040,46,312,409,5076,42,337,267,358,331,233,555,537,613,477,311,552,372,175
"0500000US20025-Clark County,Kansas",2053,2.23,0.4734202607823471,1037,1016,172,1881,25,16,10,0,0,66,66,0,1764,1020,445,155,186,143,91,893,709,584,188,33,118,19,95,43,1,44,42,287,47,34,69,893,56,46,86,87,169,174,90,134,31,20,50368,62784,893,268,625,1032,1020,12,561,1.3,5.1,27.5,26.0,8.5,24.3,7.2,506,1106,380,27,104,142,1996,57,137,147,131,116,110,181,225,221,188,157,187,176,77
"0500000US20053-Ellsworth County,Kansas",6293,2.2,0.8877417240249099,3654,2639,380,5913,49,37,287,0,12,129,119,10,5399,2678,877,632,480,286,403,2462,2086,1802,250,194,227,73,214,165,59,117,122,737,194,117,209,2462,149,164,342,268,358,424,354,282,68,53,48188,59695,2462,579,1883,2778,2678,100,2480,2.7,6.1,34.0,27.1,9.7,13.9,6.5,1173,3004,1246,77,383,491,6187,106,339,345,282,315,468,800,738,775,402,529,694,397,209
"0500000US20077-Harper County,Kansas",5673,2.43,0.594186902133922,2884,2789,355,5318,142,12,10,0,0,37,37,0,5117,2536,718,365,604,432,417,2274,1888,1634,279,259,344,74,307,148,13,107,129,591,108,102,75,2274,182,122,251,226,368,501,281,219,45,79,49455,62197,2274,699,1575,2616,2536,80,1828,2.2,7.4,40.0,26.6,6.7,10.5,6.6,1389,3006,1132,88,329,439,5582,91,364,333,461,337,240,644,575,625,441,415,603,418,217
"0500000US20167-Russell County,Kansas",6977,2.3,0.9935822637106184,3452,3525,217,6760,7,0,107,35,0,143,143,0,6468,3221,1125,603,522,422,549,2979,2453,2286,306,103,416,35,393,186,43,70,191,920,217,119,222,2979,86,162,343,432,349,685,490,336,36,60,52806,61007,2979,649,2330,3436,3221,215,2268,5.4,4.9,27.3,28.8,7.6,14.7,11.3,1493,3756,1608,66,551,632,6865,112,413,344,452,422,146,888,650,926,483,567,879,511,296
"0500000US20111-Lyon County,Kansas",33299,2.35,0.7822864889290556,16260,17039,6998,26301,113,692,746,0,0,1008,1008,0,23742,17377,5424,3007,3388,1775,3783,13584,12098,10826,454,985,3165,354,1879,986,268,565,620,5001,1420,885,795,13584,1137,813,1470,1780,2260,2484,1644,1228,308,460,44191,63361,13584,3804,9780,18422,17377,1045,8196,6.4,5.2,30.9,23.3,6.8,17.2,10.2,7421,20890,4581,316,2393,1709,29989,3310,1995,2215,2030,2503,4587,3883,3507,3683,2197,1878,2657,1581,583
"0500000US20145-Pawnee County,Kansas",6709,2.25,0.7447770502026816,3769,2940,524,6185,51,4,331,0,0,148,148,0,5651,2595,1023,577,443,240,312,2502,2030,1725,288,174,80,45,224,82,79,73,61,940,222,197,130,2502,88,83,343,484,455,456,278,207,89,19,42853,57460,2502,586,1916,2653,2595,58,3075,3.3,9.0,29.6,27.8,11.4,12.9,6.0,1122,3140,1376,30,511,497,6615,94,295,390,187,424,376,818,784,930,423,645,762,577,98
"0500000US20001-Allen County,Kansas",12630,2.31,0.7464629315223543,6281,6349,438,12192,35,76,188,7,11,444,444,0,11431,5887,1675,863,1198,534,1617,5289,4334,3876,319,306,1279,144,623,295,67,425,191,1609,230,300,99,5289,459,403,677,635,851,1116,552,398,104,94,42679,54347,5289,1488,3801,6168,5887,281,3941,2.9,5.2,34.0,26.7,10.8,12.8,7.7,2875,7116,2434,223,1173,875,12474,156,756,782,822,923,753,1257,1451,1502,973,842,1420,742,407
"0500000US20033-Comanche County,Kansas",1780,2.3,0.014117647058823532,912,868,123,1657,0,0,0,0,0,25,25,0,1632,958,346,140,192,180,100,744,647,564,161,98,16,34,99,58,7,95,23,243,49,24,51,744,44,18,80,65,128,136,129,100,26,18,56912,68814,744,168,576,981,958,23,461,2.9,4.3,32.8,31.5,9.9,14.7,3.9,407,890,411,29,53,133,1725,55,89,96,137,102,81,97,230,209,128,153,255,139,64
"0500000US20049-Elk County,Kansas",2562,2.26,0.01225296442687747,1258,1304,111,2451,46,18,6,0,0,63,63,0,2318,993,322,264,137,138,132,1117,873,718,92,84,78,30,46,34,5,46,42,313,100,61,62,1117,79,108,169,148,177,252,102,53,0,29,38494,50275,1117,248,869,1060,993,67,1029,5.3,7.9,40.4,21.9,9.5,7.3,7.7,542,1271,715,25,297,322,2540,22,132,112,208,144,73,180,232,299,223,227,386,265,81
"0500000US20063-Gove County,Kansas",2619,2.13,0.7147192716236722,1298,1321,91,2528,15,28,3,0,0,48,48,0,2434,1290,500,222,231,159,178,1211,1029,923,243,87,102,57,99,47,10,67,67,321,79,73,38,1211,80,66,113,175,183,248,154,125,36,31,48894,61991,1211,329,882,1314,1290,24,799,3.6,5.1,33.8,22.3,12.5,18.3,4.4,552,1357,665,35,126,241,2561,58,141,169,172,108,106,310,235,268,210,201,321,236,142
"0500000US20079-Harvey County,Kansas",34555,2.48,0.8734931009440814,17200,17355,4078,30477,115,250,573,83,0,783,780,3,28673,16922,6572,2900,2792,1607,3051,13383,11330,10591,423,1022,3149,288,1346,755,209,604,1056,5418,1132,841,679,13383,623,741,1181,1201,2264,2892,1738,1839,641,263,56051,68264,13383,4260,9123,17444,16922,522,9582,3.4,5.7,26.3,25.3,8.3,18.9,12.1,8486,19405,6018,286,2349,2545,33058,1497,2175,1984,2924,2494,2343,3892,3766,4003,2302,2178,3178,2013,1303
"0500000US20083-Hodgeman County,Kansas",1842,2.38,0.005574136008918618,941,901,158,1684,2,35,0,0,0,22,22,0,1625,946,394,125,149,159,119,761,682,594,211,49,30,43,97,52,12,34,30,277,15,49,47,761,39,16,82,108,113,133,129,110,12,19,53854,65909,761,213,548,976,946,30,526,5.6,3.8,20.7,30.0,11.5,18.4,9.9,391,1028,391,2,105,133,1748,94,124,81,111,104,115,178,159,243,156,150,213,154,54
"0500000US20093-Kearny County,Kansas",3932,3.07,0.5739968733715477,1934,1998,1232,2700,0,13,21,0,0,58,56,2,2608,1693,714,217,206,287,269,1261,1080,925,410,91,161,20,95,149,11,86,50,381,150,32,57,1261,98,39,115,146,212,272,131,152,55,41,51314,68402,1261,514,747,1755,1693,62,1124,13.1,12.8,26.6,23.4,8.2,9.9,6.0,1139,2209,528,11,177,287,3420,512,293,351,331,295,281,463,408,488,226,228,313,224,31
"0500000US20185-Stafford County,Kansas",4214,2.26,0.6600096246390761,2157,2057,560,3654,43,12,25,0,0,51,51,0,3523,2040,679,402,435,291,233,1811,1496,1274,368,96,96,125,183,113,17,80,97,517,105,117,126,1811,125,96,183,183,357,295,264,220,42,46,48563,63586,1811,534,1277,2131,2040,91,1198,4.2,5.3,30.3,24.6,11.6,17.3,6.5,989,2331,779,31,303,280,3991,223,243,235,319,275,223,442,389,572,363,284,403,324,142
"0500000US20113-McPherson County,Kansas",28630,2.22,0.7197463387288907,14159,14471,1176,27454,131,163,313,0,20,546,546,0,26281,14932,5383,2654,2562,1381,2952,12298,10844,9671,859,813,3314,265,1321,624,136,910,629,4033,784,851,393,12298,638,587,996,1323,1720,2795,1518,1758,556,407,57765,71144,12298,3570,8728,15290,14932,358,7596,5.0,3.7,27.3,24.8,10.2,20.7,8.3,6613,16418,4919,337,1451,1803,28257,373,1607,1766,1997,1991,1949,3220,3183,3325,2086,2014,2780,1482,1230
"0500000US20139-Osage County,Kansas",15882,2.39,0.3726252429619412,7968,7914,496,15386,30,32,95,0,0,396,388,8,14833,7419,2373,1290,1610,1061,1085,6554,5556,4933,211,737,602,201,763,725,118,405,460,1891,451,390,465,6554,406,253,702,768,920,1409,993,798,202,103,55036,64666,6554,1853,4701,7835,7419,416,4745,2.9,5.9,39.2,25.1,8.3,12.2,6.4,3734,9055,2896,157,1393,1094,15805,77,899,1056,1058,1049,851,1509,1767,2117,1374,1171,1689,968,374
"0500000US20071-Greeley County,Kansas",1200,2.37,0.0,581,619,276,924,7,0,8,0,0,10,10,0,899,565,198,113,146,82,26,494,410,387,122,33,4,43,46,21,19,10,32,161,22,29,23,494,18,36,38,67,88,130,64,40,7,6,51250,56567,494,141,353,570,565,5,351,8.2,4.6,29.0,18.3,10.9,24.4,4.6,311,641,217,28,120,88,1098,102,71,89,104,83,71,130,92,120,104,94,110,76,56
"0500000US20031-Coffey County,Kansas",8296,2.3,0.6343073725394303,4195,4101,219,8077,61,23,51,0,4,188,188,0,7750,4126,1347,706,733,708,632,3548,3074,2807,309,335,291,117,419,794,94,157,144,882,237,122,225,3548,137,209,376,303,469,617,515,633,178,111,58636,74259,3548,1062,2486,4314,4126,188,2405,3.0,3.8,33.4,28.1,8.9,16.9,6.0,1807,4765,1620,111,608,637,8235,61,462,429,578,511,477,897,880,1062,720,570,1008,478,224
"0500000US20037-Crawford County,Kansas",39108,2.47,0.7679169457468185,19527,19581,2146,36962,164,787,842,0,0,1190,1190,0,33979,18831,6383,3789,3530,1860,3269,15053,12981,11440,585,1258,2496,403,2004,867,248,650,1081,6171,1681,853,534,15053,1571,1268,1806,1779,2661,2256,1615,1554,298,245,40174,55176,15053,4223,10830,19723,18831,892,11778,3.1,6.0,28.2,24.4,8.8,18.4,11.1,8448,24545,5469,410,3368,2249,37626,1482,2345,2468,2324,3011,5601,4705,4204,4210,2205,2187,3219,1851,778
"0500000US20051-Ellis County,Kansas",28878,2.39,0.9965677862221132,14394,14484,1640,27238,55,307,399,43,22,498,498,0,25914,16239,5261,3294,4029,1827,1828,11581,10200,9265,942,990,1121,474,1740,573,479,766,1010,4674,2037,628,805,11581,764,841,1342,1156,1522,2166,1434,1494,431,431,52700,71720,11581,2864,8717,16642,16239,403,6604,2.4,4.9,26.5,23.1,8.3,24.0,10.8,6243,18324,4085,130,1769,1514,27982,896,1833,1741,1707,2143,4005,3880,2984,2915,1553,1840,2274,1490,513
